case_id,timestamp,activity,costs
64,2020-01-16 08:56:14,Shred electrodes,1
64,2020-01-16 11:53:06,Melt down solid materials,1
64,2020-01-17 03:56:52,Collect recyclable materials,1
64,2020-01-17 07:54:37,Dispose of non-reusable materials,1
65,2020-01-14 18:38:00,Battery cell completely discharged,1
65,2020-01-15 18:33:34,Check battery cell for damage,1
65,2020-01-15 21:28:58,Open battery cell,1
65,2020-01-16 03:38:49,Collect electrolyte separately,1
65,2020-01-16 09:40:37,Clean electrodes,1
65,2020-01-16 16:08:10,Clean electrodes,1
65,2020-01-17 00:06:57,Shred electrodes,1
65,2020-01-17 03:06:02,Melt down solid materials,1
65,2020-01-17 19:05:06,Collect recyclable materials,1
65,2020-01-17 23:04:47,Dispose of non-reusable materials,1
66,2020-01-14 21:56:00,Battery cell completely discharged,1
66,2020-01-15 22:00:00,Check battery cell for damage,1
66,2020-01-16 00:52:57,Open battery cell,1
66,2020-01-16 06:54:03,Collect electrolyte separately,1
66,2020-01-16 13:07:01,Clean electrodes,1
66,2020-01-16 21:11:12,Shred electrodes,1
66,2020-01-17 00:08:43,Melt down solid materials,1
66,2020-01-17 16:10:16,Collect recyclable materials,1
66,2020-01-17 20:10:41,Dispose of non-reusable materials,1
67,2020-01-15 05:20:00,Battery cell completely discharged,1
67,2020-01-16 04:52:12,Check battery cell for damage,1
67,2020-01-16 07:47:50,Open battery cell,1
67,2020-01-16 13:45:04,Collect electrolyte separately,1
67,2020-01-16 19:40:04,Clean electrodes,1
67,2020-01-17 03:30:34,Shred electrodes,1
67,2020-01-17 06:29:40,Melt down solid materials,1
67,2020-01-17 22:30:52,Collect recyclable materials,1
67,2020-01-18 02:31:28,Dispose of non-reusable materials,1
68,2020-01-15 05:56:00,Battery cell completely discharged,1
68,2020-01-16 05:15:03,Check battery cell for damage,1
68,2020-01-16 07:25:12,Check the capacity of the safety box,1
68,2020-01-16 07:31:16,Place battery cell in safety box,1
69,2020-01-15 12:23:00,Battery cell completely discharged,1
69,2020-01-16 12:43:17,Check battery cell for damage,1
69,2020-01-16 15:44:09,Open battery cell,1
69,2020-01-16 21:43:39,Collect electrolyte separately,1
69,2020-01-17 03:44:23,Clean electrodes,1
69,2020-01-17 12:04:38,Shred electrodes,1
69,2020-01-17 15:04:39,Melt down solid materials,1
69,2020-01-18 07:06:51,Collect recyclable materials,1
69,2020-01-18 11:09:00,Dispose of non-reusable materials,1
70,2020-01-15 20:50:00,Battery cell completely discharged,1
70,2020-01-16 20:51:07,Check battery cell for damage,1
70,2020-01-16 23:49:22,Open battery cell,1
70,2020-01-17 05:51:16,Collect electrolyte separately,1
70,2020-01-17 11:51:51,Clean electrodes,1
70,2020-01-17 19:50:39,Shred electrodes,1
70,2020-01-17 22:49:52,Melt down solid materials,1
70,2020-01-18 14:52:05,Collect recyclable materials,1
70,2020-01-18 18:51:46,Dispose of non-reusable materials,1
71,2020-01-16 03:20:00,Battery cell completely discharged,1
71,2020-01-17 03:35:01,Check battery cell for damage,1
71,2020-01-17 06:26:22,Open battery cell,1
71,2020-01-17 12:33:35,Collect electrolyte separately,1
71,2020-01-17 18:42:36,Clean electrodes,1
71,2020-01-18 02:47:15,Shred electrodes,1
71,2020-01-18 05:47:34,Melt down solid materials,1
71,2020-01-18 21:46:45,Collect recyclable materials,1
71,2020-01-19 01:39:32,Dispose of non-reusable materials,1
72,2020-01-16 13:11:00,Battery cell completely discharged,1
72,2020-01-17 13:37:18,Check battery cell for damage,1
72,2020-01-17 16:31:48,Open battery cell,1
72,2020-01-17 22:33:08,Collect electrolyte separately,1
72,2020-01-18 04:40:37,Clean electrodes,1
72,2020-01-18 12:36:57,Shred electrodes,1
72,2020-01-18 15:39:29,Melt down solid materials,1
72,2020-01-19 07:42:01,Collect recyclable materials,1
72,2020-01-19 11:38:27,Dispose of non-reusable materials,1
73,2020-01-16 22:19:00,Battery cell completely discharged,1
73,2020-01-17 21:55:58,Check battery cell for damage,1
73,2020-01-17 23:48:50,Check the capacity of the safety box,1
73,2020-01-17 23:54:48,Place battery cell in safety box,1
74,2020-01-17 02:44:00,Battery cell completely discharged,1
74,2020-01-18 02:29:52,Check battery cell for damage,1
74,2020-01-18 05:28:00,Open battery cell,1
74,2020-01-18 11:39:40,Collect electrolyte separately,1
74,2020-01-18 17:35:41,Clean electrodes,1
74,2020-01-19 02:06:38,Shred electrodes,1
74,2020-01-19 05:06:21,Melt down solid materials,1
74,2020-01-19 21:06:11,Collect recyclable materials,1
74,2020-01-20 00:59:18,Dispose of non-reusable materials,1
75,2020-01-17 03:06:00,Battery cell completely discharged,1
75,2020-01-18 02:51:17,Check battery cell for damage,1
75,2020-01-18 06:03:11,Open battery cell,1
75,2020-01-18 11:58:01,Collect electrolyte separately,1
75,2020-01-18 18:01:45,Clean electrodes,1
75,2020-01-19 00:34:01,Clean electrodes,1
75,2020-01-19 08:47:38,Shred electrodes,1
75,2020-01-19 11:49:31,Melt down solid materials,1
75,2020-01-20 03:47:57,Collect recyclable materials,1
75,2020-01-20 07:46:38,Dispose of non-reusable materials,1
76,2020-01-17 07:36:00,Battery cell completely discharged,1
76,2020-01-18 07:10:33,Check battery cell for damage,1
76,2020-01-18 10:00:01,Open battery cell,1
76,2020-01-18 15:59:29,Collect electrolyte separately,1
76,2020-01-18 21:57:50,Clean electrodes,1
76,2020-01-19 05:48:22,Shred electrodes,1
76,2020-01-19 08:44:39,Melt down solid materials,1
76,2020-01-20 00:41:57,Collect recyclable materials,1
76,2020-01-20 04:43:40,Dispose of non-reusable materials,1
77,2020-01-17 09:06:00,Battery cell completely discharged,1
77,2020-01-18 08:52:17,Check battery cell for damage,1
77,2020-01-18 11:50:54,Open battery cell,1
77,2020-01-18 17:58:00,Collect electrolyte separately,1
77,2020-01-19 00:02:34,Clean electrodes,1
77,2020-01-19 06:35:36,Clean electrodes,1
77,2020-01-19 15:03:22,Shred electrodes,1
77,2020-01-19 18:06:12,Melt down solid materials,1
77,2020-01-20 10:05:37,Collect recyclable materials,1
77,2020-01-20 14:06:42,Dispose of non-reusable materials,1
78,2020-01-17 16:52:00,Battery cell completely discharged,1
78,2020-01-18 16:51:51,Check battery cell for damage,1
78,2020-01-18 19:46:34,Open battery cell,1
78,2020-01-19 01:49:13,Collect electrolyte separately,1
78,2020-01-19 07:55:40,Clean electrodes,1
78,2020-01-19 15:52:48,Shred electrodes,1
78,2020-01-19 18:51:05,Melt down solid materials,1
78,2020-01-20 10:50:51,Collect recyclable materials,1
78,2020-01-20 14:49:04,Dispose of non-reusable materials,1
79,2020-01-17 22:50:00,Battery cell completely discharged,1
79,2020-01-18 22:17:19,Check battery cell for damage,1
79,2020-01-19 00:27:52,Check the capacity of the safety box,1
79,2020-01-19 00:33:55,Place battery cell in safety box,1
80,2020-01-18 02:50:00,Battery cell completely discharged,1
80,2020-01-19 02:53:35,Check battery cell for damage,1
80,2020-01-19 06:00:27,Open battery cell,1
80,2020-01-19 11:53:25,Collect electrolyte separately,1
80,2020-01-19 17:46:55,Clean electrodes,1
80,2020-01-20 01:44:13,Shred electrodes,1
80,2020-01-20 04:45:36,Melt down solid materials,1
80,2020-01-20 20:49:46,Collect recyclable materials,1
80,2020-01-21 00:53:48,Dispose of non-reusable materials,1
81,2020-01-18 03:47:00,Battery cell completely discharged,1
81,2020-01-19 03:51:10,Check battery cell for damage,1
81,2020-01-19 06:12:17,Check the capacity of the safety box,1
81,2020-01-19 06:18:59,Place battery cell in safety box,1
82,2020-01-18 12:06:00,Battery cell completely discharged,1
82,2020-01-19 11:54:18,Check battery cell for damage,1
82,2020-01-19 14:54:55,Open battery cell,1
82,2020-01-19 21:04:48,Collect electrolyte separately,1
82,2020-01-20 03:02:52,Clean electrodes,1
82,2020-01-20 11:11:01,Shred electrodes,1
82,2020-01-20 14:11:51,Melt down solid materials,1
82,2020-01-21 06:10:12,Collect recyclable materials,1
82,2020-01-21 10:09:55,Dispose of non-reusable materials,1
83,2020-01-18 12:23:00,Battery cell completely discharged,1
83,2020-01-19 12:18:36,Check battery cell for damage,1
83,2020-01-19 15:22:27,Open battery cell,1
83,2020-01-19 21:23:10,Collect electrolyte separately,1
83,2020-01-20 03:19:00,Clean electrodes,1
83,2020-01-20 11:14:48,Shred electrodes,1
83,2020-01-20 14:14:15,Melt down solid materials,1
83,2020-01-21 06:11:02,Collect recyclable materials,1
83,2020-01-21 10:06:24,Dispose of non-reusable materials,1
84,2020-01-18 19:00:00,Battery cell completely discharged,1
84,2020-01-19 19:11:07,Check battery cell for damage,1
84,2020-01-19 21:52:07,Open battery cell,1
84,2020-01-20 04:06:43,Collect electrolyte separately,1
84,2020-01-20 10:12:27,Clean electrodes,1
84,2020-01-20 18:03:34,Shred electrodes,1
84,2020-01-20 21:05:35,Melt down solid materials,1
84,2020-01-21 13:04:03,Collect recyclable materials,1
84,2020-01-21 17:05:19,Dispose of non-reusable materials,1
85,2020-01-19 01:02:00,Battery cell completely discharged,1
85,2020-01-20 00:44:45,Check battery cell for damage,1
85,2020-01-20 03:27:34,Open battery cell,1
85,2020-01-20 09:44:35,Collect electrolyte separately,1
85,2020-01-20 15:57:22,Clean electrodes,1
85,2020-01-20 22:30:06,Clean electrodes,1
85,2020-01-21 06:40:46,Shred electrodes,1
85,2020-01-21 09:42:17,Melt down solid materials,1
85,2020-01-22 01:43:28,Collect recyclable materials,1
85,2020-01-22 05:39:40,Dispose of non-reusable materials,1
86,2020-01-19 08:32:00,Battery cell completely discharged,1
86,2020-01-20 08:12:43,Check battery cell for damage,1
86,2020-01-20 11:06:56,Open battery cell,1
86,2020-01-20 17:22:29,Collect electrolyte separately,1
86,2020-01-20 23:19:40,Clean electrodes,1
86,2020-01-21 07:18:22,Shred electrodes,1
86,2020-01-21 10:17:37,Melt down solid materials,1
86,2020-01-22 02:15:07,Collect recyclable materials,1
86,2020-01-22 06:14:28,Dispose of non-reusable materials,1
87,2020-01-19 12:44:00,Battery cell completely discharged,1
87,2020-01-20 12:48:28,Check battery cell for damage,1
87,2020-01-20 16:00:37,Open battery cell,1
87,2020-01-20 22:21:10,Collect electrolyte separately,1
87,2020-01-21 04:28:51,Clean electrodes,1
87,2020-01-21 11:02:35,Clean electrodes,1
87,2020-01-21 17:36:19,Clean electrodes,1
87,2020-01-22 00:10:04,Clean electrodes,1
87,2020-01-22 06:43:48,Clean electrodes,1
87,2020-01-22 13:17:33,Clean electrodes,1
87,2020-01-22 21:27:39,Shred electrodes,1
87,2020-01-23 00:27:43,Melt down solid materials,1
87,2020-01-23 16:28:26,Collect recyclable materials,1
87,2020-01-23 20:28:12,Dispose of non-reusable materials,1
88,2020-01-19 22:17:00,Battery cell completely discharged,1
88,2020-01-20 21:55:04,Check battery cell for damage,1
88,2020-01-21 01:01:28,Open battery cell,1
88,2020-01-21 06:50:21,Collect electrolyte separately,1
88,2020-01-21 12:49:36,Clean electrodes,1
88,2020-01-21 19:19:01,Clean electrodes,1
88,2020-01-22 03:17:45,Shred electrodes,1
88,2020-01-22 06:22:08,Melt down solid materials,1
88,2020-01-22 22:23:45,Collect recyclable materials,1
88,2020-01-23 02:21:36,Dispose of non-reusable materials,1
89,2020-01-20 01:22:00,Battery cell completely discharged,1
89,2020-01-21 01:36:07,Check battery cell for damage,1
89,2020-01-21 04:39:44,Open battery cell,1
89,2020-01-21 10:42:40,Collect electrolyte separately,1
89,2020-01-21 16:33:25,Clean electrodes,1
89,2020-01-22 00:25:52,Shred electrodes,1
89,2020-01-22 03:23:35,Melt down solid materials,1
89,2020-01-22 19:20:29,Collect recyclable materials,1
89,2020-01-22 23:23:11,Dispose of non-reusable materials,1
90,2020-01-20 09:10:00,Battery cell completely discharged,1
90,2020-01-21 09:22:29,Check battery cell for damage,1
90,2020-01-21 12:22:33,Open battery cell,1
90,2020-01-21 18:44:37,Collect electrolyte separately,1
90,2020-01-22 00:42:09,Clean electrodes,1
90,2020-01-22 08:51:49,Shred electrodes,1
90,2020-01-22 11:52:57,Melt down solid materials,1
90,2020-01-23 03:53:57,Collect recyclable materials,1
90,2020-01-23 07:52:47,Dispose of non-reusable materials,1
91,2020-01-20 15:14:00,Battery cell completely discharged,1
91,2020-01-21 14:46:58,Check battery cell for damage,1
91,2020-01-21 18:00:26,Open battery cell,1
91,2020-01-22 00:06:24,Collect electrolyte separately,1
91,2020-01-22 06:07:26,Clean electrodes,1
91,2020-01-22 12:34:10,Clean electrodes,1
91,2020-01-22 20:48:08,Shred electrodes,1
91,2020-01-22 23:51:03,Melt down solid materials,1
91,2020-01-23 15:52:04,Collect recyclable materials,1
91,2020-01-23 19:48:27,Dispose of non-reusable materials,1
92,2020-01-20 22:14:00,Battery cell completely discharged,1
92,2020-01-21 22:17:08,Check battery cell for damage,1
92,2020-01-22 01:21:46,Open battery cell,1
92,2020-01-22 07:32:32,Collect electrolyte separately,1
92,2020-01-22 13:31:54,Clean electrodes,1
92,2020-01-22 21:49:04,Shred electrodes,1
92,2020-01-23 00:45:36,Melt down solid materials,1
92,2020-01-23 16:45:50,Collect recyclable materials,1
92,2020-01-23 20:39:21,Dispose of non-reusable materials,1
93,2020-01-20 23:57:00,Battery cell completely discharged,1
93,2020-01-22 00:21:37,Check battery cell for damage,1
93,2020-01-22 02:29:14,Check the capacity of the safety box,1
93,2020-01-22 02:35:10,Place battery cell in safety box,1
94,2020-01-21 04:22:00,Battery cell completely discharged,1
94,2020-01-22 04:29:04,Check battery cell for damage,1
94,2020-01-22 07:45:39,Open battery cell,1
94,2020-01-22 13:50:43,Collect electrolyte separately,1
94,2020-01-22 19:46:57,Clean electrodes,1
94,2020-01-23 03:52:39,Shred electrodes,1
94,2020-01-23 06:54:54,Melt down solid materials,1
94,2020-01-23 22:54:56,Collect recyclable materials,1
94,2020-01-24 02:52:27,Dispose of non-reusable materials,1
95,2020-01-21 07:20:00,Battery cell completely discharged,1
95,2020-01-22 07:33:17,Check battery cell for damage,1
95,2020-01-22 10:27:03,Open battery cell,1
95,2020-01-22 16:35:09,Collect electrolyte separately,1
95,2020-01-22 22:24:12,Clean electrodes,1
95,2020-01-23 05:00:38,Clean electrodes,1
95,2020-01-23 12:59:13,Shred electrodes,1
95,2020-01-23 16:02:42,Melt down solid materials,1
95,2020-01-24 08:00:33,Collect recyclable materials,1
95,2020-01-24 11:59:34,Dispose of non-reusable materials,1
96,2020-01-21 15:43:00,Battery cell completely discharged,1
96,2020-01-22 15:46:18,Check battery cell for damage,1
96,2020-01-22 18:37:57,Open battery cell,1
96,2020-01-23 00:49:00,Collect electrolyte separately,1
96,2020-01-23 06:53:10,Clean electrodes,1
96,2020-01-23 13:22:36,Clean electrodes,1
96,2020-01-23 21:09:09,Shred electrodes,1
96,2020-01-24 00:06:09,Melt down solid materials,1
96,2020-01-24 16:06:43,Collect recyclable materials,1
96,2020-01-24 20:05:33,Dispose of non-reusable materials,1
97,2020-01-21 20:03:00,Battery cell completely discharged,1
97,2020-01-22 19:48:43,Check battery cell for damage,1
97,2020-01-22 22:34:25,Open battery cell,1
97,2020-01-23 04:41:54,Collect electrolyte separately,1
97,2020-01-23 10:31:11,Clean electrodes,1
97,2020-01-23 18:21:52,Shred electrodes,1
97,2020-01-23 21:20:18,Melt down solid materials,1
97,2020-01-24 13:20:11,Collect recyclable materials,1
97,2020-01-24 17:21:13,Dispose of non-reusable materials,1
98,2020-01-22 05:25:00,Battery cell completely discharged,1
98,2020-01-23 05:46:49,Check battery cell for damage,1
98,2020-01-23 08:52:20,Open battery cell,1
98,2020-01-23 15:00:10,Collect electrolyte separately,1
98,2020-01-23 21:00:51,Clean electrodes,1
98,2020-01-24 04:52:12,Shred electrodes,1
98,2020-01-24 07:51:21,Melt down solid materials,1
98,2020-01-24 23:51:00,Collect recyclable materials,1
98,2020-01-25 03:54:31,Dispose of non-reusable materials,1
99,2020-01-22 08:46:00,Battery cell completely discharged,1
99,2020-01-23 08:22:55,Check battery cell for damage,1
99,2020-01-23 11:21:39,Open battery cell,1
99,2020-01-23 17:19:25,Collect electrolyte separately,1
99,2020-01-23 23:17:24,Clean electrodes,1
99,2020-01-24 05:50:36,Clean electrodes,1
99,2020-01-24 13:59:04,Shred electrodes,1
99,2020-01-24 16:56:10,Melt down solid materials,1
99,2020-01-25 08:55:33,Collect recyclable materials,1
99,2020-01-25 12:59:42,Dispose of non-reusable materials,1
100,2020-01-22 16:10:00,Battery cell completely discharged,1
100,2020-01-23 15:56:52,Check battery cell for damage,1
100,2020-01-23 18:47:10,Open battery cell,1
100,2020-01-24 00:41:54,Collect electrolyte separately,1
100,2020-01-24 06:34:23,Clean electrodes,1
100,2020-01-24 14:36:55,Shred electrodes,1
100,2020-01-24 17:36:54,Melt down solid materials,1
100,2020-01-25 09:37:42,Collect recyclable materials,1
100,2020-01-25 13:39:55,Dispose of non-reusable materials,1
101,2020-01-22 23:19:00,Battery cell completely discharged,1
101,2020-01-23 23:08:14,Check battery cell for damage,1
101,2020-01-24 02:21:05,Open battery cell,1
101,2020-01-24 08:28:15,Collect electrolyte separately,1
101,2020-01-24 14:28:16,Clean electrodes,1
101,2020-01-24 22:24:03,Shred electrodes,1
101,2020-01-25 01:23:09,Melt down solid materials,1
101,2020-01-25 17:21:40,Collect recyclable materials,1
101,2020-01-25 21:19:30,Dispose of non-reusable materials,1
102,2020-01-23 08:01:00,Battery cell completely discharged,1
102,2020-01-24 07:41:45,Check battery cell for damage,1
102,2020-01-24 09:27:45,Check the capacity of the safety box,1
102,2020-01-24 09:33:22,Place battery cell in safety box,1
103,2020-01-23 12:38:00,Battery cell completely discharged,1
103,2020-01-24 11:58:05,Check battery cell for damage,1
103,2020-01-24 14:51:14,Open battery cell,1
